# Time-averaged data for fix aveE
# TimeStep v_varbias
6150000 0.0043986
6160000 0.00420134
6170000 0.00362531
6180000 0.00384265
6190000 0.00401381
6200000 0.00403465
6210000 0.00430375
6220000 0.00428526
6230000 0.00429734
6240000 0.0040569
6250000 0.00388885
6260000 0.00373993
6270000 0.00358456
6280000 0.00318428
6290000 0.00325497
6300000 0.00305224
6310000 0.0031776
6320000 0.00360784
6330000 0.00375971
6340000 0.00377358
6350000 0.00366331
6360000 0.00355204
6370000 0.00350819
6380000 0.00323233
6390000 0.00323836
6400000 0.00300905
6410000 0.00301194
6420000 0.00321239
6430000 0.00278152
6440000 0.00258919
6450000 0.00244671
6460000 0.00250144
6470000 0.00193253
6480000 0.00171263
6490000 0.00208904
6500000 0.00247279
6510000 0.00242547
6520000 0.00267353
6530000 0.00302684
6540000 0.00304828
6550000 0.00302422
6560000 0.00264765
6570000 0.00206064
6580000 0.00242224
6590000 0.00214297
6600000 0.00201794
6610000 0.00111608
6620000 0.000640964
6630000 -6.47084e-06
6640000 2.04366e-05
6650000 -0.062861
6660000 -0.0092242
6670000 -0.00835727
6680000 -0.00822602
6690000 -0.00802789
6700000 -0.00774045
6710000 -0.00768818
6720000 -0.00768725
6730000 -0.00752496
6740000 -0.00735049
6750000 -0.00717524
6760000 -0.0068573
6770000 -0.00667295
6780000 -0.00629707
6790000 -0.00602071
6800000 -0.00581511
6810000 -0.00552776
6820000 -0.00553156
6830000 -0.00527716
6840000 -0.00503484
6850000 -0.00476835
6860000 -0.00446981
6870000 -0.00444576
6880000 -0.00447442
6890000 -0.00409447
6900000 -0.00397399
6910000 -0.00356825
6920000 -0.00343895
6930000 -0.00322993
6940000 -0.00334699
6950000 -0.00312998
6960000 -0.00309658
6970000 -0.0033275
6980000 -0.00321435
6990000 -0.00331205
7000000 -0.00317343
7010000 -0.00322151
7020000 -0.00332893
7030000 -0.00337792
7040000 -0.00367216
7050000 -0.00401423
7060000 -0.00368593
7070000 -0.00400229
7080000 -0.00400272
7090000 -0.0038891
